nombre,urlAT,derivadas,urlF,categoríaF
Perdón,,"/obra68104-perdon-sutottos, /obra77325-el-perdon, /obra76296-perdonalos-opera, /obra71880-podes-perdonarla, /obra60223-perdonestamos-en-guerra, /obra66242-perdon-por-mi-humor, /obra68418-perdon-es-que-te-amo-vol-2, /obra68829-perdon-si-molestamos, /obra52728-la-empresa-siempre-perdona, /obra41635-de-la-naturaleza-lo-siento-perdoname-gracias-te-amo, /obra41680-aqqua-de-la-naturaleza-lo-siento-perdoname-gracias-te-amo, /obra36009-perdon-es-que-te-amo, /obra35447-perdoname-por-ayer, /obra34578-perdoname, /obra37395-amor-es-nunca-tener-que-pedir-perdon, /obra31054-perdon-flaco-y-los-colgados-del-bigote, /obra28732-perdona-bonita-pero-lucas-me-queria-a-mi, /obra29901-la-empresa-perdona-un-momento-de-locura, /obra22047-perdon-por-ser-tan-puta, /obra21556-perdoname-que-te-disculpe, /obra20539-robespierre-el-perdon-no-existe, /obra25046-perdonenla-si-habla-de-amor, /obra21527-la-empresa-perdona-un-momento-de-locura, /obra20519-la-empresa-perdona-un-momento-de-locura, /obra19665-me-ensenaste-a-sonreir-y-a-perdonar, /obra16662-pedime-perdon, /obra16946-le-pidio-perdon-al-padre, /obra9307-perdonalos-senor-no-saben-lo-que-hacen, /obra9330-impro-fest-perdonalos-senor-la-celebracion-de-lo-efimero, /obra5126-perdon-por-la-espera, /obra2240-perdonar-es-dibino-una-farza-inpresentavle, /obra3116-perdon-por-mi-arte, /obra1901-refugiados-o-pedir-perdon, /obra1146-de-nudos-y-perdones, /obra58515-perdon-por-mi-pasado, /obra56923-te-perdono-la-sopa, /obra51819-se-mata-o-se-perdona, /obra50305-perdoname-el-odio, /obra35361-perdon-laura, /obra61681-perdoname-senor-he-sido-mala-de-todo-me-arrepiento, /obra42382-mil-anos-de-perdon, /obra60484-mil-anos-de-perdon, /obra50023-mil-anos-de-perdon",https://farsamag.com/obras/perdon/,Imperdible
Sobre Mirjana y todos los que la rodean,http://www.alternativateatral.com//obra53493-sobre-mirjana-y-los-que-la-rodean,,https://farsamag.com/obras/sobre-mirjana-y-todos-los-que-la-rodean/,Reseña
Todo lo posible,,"/obra61040-todo-lo-posible, /obra63245-todo-lo-posible-fiba, /obra53234-todo-lo-posible-sala-4, /obra79598-todos-los-mundos-posibles",https://farsamag.com/obras/todo-lo-posible/,Reseña
Imprenteros,https://www.alternativateatral.com//obra60898-imprenteros,/obra60898-imprenteros,https://farsamag.com/obras/imprenteros/,Reseña
La elegida,,"/obra59854-la-elegida, /obra71696-la-elegida, /obra71500-la-elegida-on-line, /obra70322-visita-tactil-de-la-/obra-la-elegida-de-paula-fanelli, /obra50634-akllasumaq-la-elegida-por-su-belleza",https://farsamag.com/obras/la-elegida/,Destacada
El último espectador,https://www.alternativateatral.com//obra56494-el-ultimo-espectador,/obra56494-el-ultimo-espectador,https://farsamag.com/obras/el-ultimo-espectador/,Reseña
Nerium Park,,"/obra40017-nerium-park, /obra51580-nerium-park, /obra71614-teatro-online-nerium-park, /obra42376-nerium-park-se-encuentra-con-el-publico",https://farsamag.com/obras/nerium-park/,Reseña
El amo del mundo,,"/obra76357-el-amo-del-mundo, /obra11731-el-amo-del-mundo, /obra42637-el-amo-del-mundo, /obra78236-evita-juguetes-de-amor-o-de-como-un-nino-es-el-poeta-del-mundo, /obra74462-con-todo-el-amor-del-mundo, /obra54554-el-amor-es-el-fin-del-mundo-sala-2, /obra6039-la-muerte-del-raton-mas-famoso-del-mundo, /obra75583-el-amor-es-el-fin-del-mundo",https://farsamag.com/obras/el-amo-del-mundo/,Reseña
La mujer puerca,https://www.alternativateatral.com//obra25509-la-mujer-puerca,"/obra25509-la-mujer-puerca, /obra71338-la-mujer-puerca, /obra41386-la-mujer-puerca",https://farsamag.com/obras/la-mujer-puerca/,Imperdible
200 golpes de jamón serrano,https://www.alternativateatral.com//obra59320-200-golpes-de-jamon-serrano,"/obra59320-200-golpes-de-jamon-serrano, /obra67639-festival-teatroxlaidentidad-200-golpes-de-jamon-serrano",https://farsamag.com/obras/200-golpes-de-jamon-serrano/,Destacada
Las de Barranco,,"/obra40466-las-de-barranco, /obra64809-las-de-barranco, /obra64707-las-de-barranco, /obra64353-las-de-barranco, /obra66281-las-de-barranco, /obra57477-las-de-barranco, /obra57711-las-de-barranco, /obra31009-las-de-barranco, /obra36517-las-de-barranco, /obra37692-las-de-barranco, /obra9876-las-de-barranco, /obra17338-las-de-barranco, /obra23284-las-de-barranco, /obra14708-las-de-barranco, /obra20497-las-de-barranco, /obra21837-las-de-barranco, /obra18022-las-de-barranco, /obra10849-las-de-barranco, /obra10550-las-de-barranco, /obra12388-las-de-barranco, /obra8729-las-de-barranco, /obra3907-las-de-barranco, /obra6256-las-de-barranco, /obra3664-las-de-barranco, /obra3342-las-de-barranco, /obra2298-las-de-barranco, /obra223-las-de-barranco, /obra45032-las-de-barranco, /obra44128-las-de-barranco, /obra62963-las-de-barranco, /obra63325-las-de-barranco, /obra10055-las-de-barranco, /obra45547-las-de-barranco, /obra45994-las-de-barranco, /obra75302-pretenciosas-ridiculas-las-de-barranco, /obra75446-pretenciosas-ridiculas-las-de-barranco-streaming, /obra72061-bombon-digital-coro-municipal-de-ninos-usted-esta-actuando-las-de-barranco-humo-programa-3, /obra45461-las-de-barranco-hoy, /obra20387-otra-vez-las-de-barranco, /obra2481-las-de-barranco-ahora, /obra39583-las-mujeres-de-barranco, /obra56467-las-del-barranco, /obra27778-las-del-barranco, /obra22880-las-de-barranco, /obra50595-las-de-barranco",https://farsamag.com/obras/las-de-barranco/,Reseña
La Pilarcita,https://www.alternativateatral.com//obra36093-la-pilarcita,/obra36093-la-pilarcita,https://farsamag.com/obras/la-pilarcita/,Destacada
Las cuñadas,https://www.alternativateatral.com//obra68561-las-cunadas,/obra68561-las-cunadas,https://farsamag.com/obras/las-cunadas/,Reseña
Amor de Cuarentena: el diario,http://www.alternativateatral.com//obra72074-amor-de-cuarentena,,https://farsamag.com/obras/amor-de-cuarentena-el-diario/,Reseña
Para partir,,"/obra63932-para-partir, /obra62331-lectura-de-poesia-para-ninos-de-a-partir-de-2-anos-libro-haikus-poesia-de-un-mundo-pequeno, /obra61596-musica-para-compartir-ii, /obra44870-amalia-echeverz-y-fabiana-de-marco-musica-para-compartir, /obra38478-musica-para-compartir",https://farsamag.com/obras/para-partir/,Reseña
Hamlet está muerto. Sin fuerza de gravedad.,https://www.alternativateatral.com//obra33482-hamlet-esta-muerto-sin-fuerza-de-gravedad,"/obra50190-cielo-es-una-maquina-hamlet-esta-muerto-sin-fuerza-de-gravedad, /obra33482-hamlet-esta-muerto-sin-fuerza-de-gravedad",https://farsamag.com/obras/hamlet-esta-muerto-sin-fuerza-de-gravedad/,Destacada
La enamorada,,"/obra67031-la-enamorada, /obra1488-la-enamorada, /obra40910-la-enamorada-del-muro, /obra18570-la-enamorada-del-muro, /obra43712-la-enamorada-del-rey, /obra49174-la-discreta-enamorada, /obra25063-la-puta-enamorada, /obra42691-la-discreta-enamorada",https://farsamag.com/obras/la-enamorada/,Reseña
Los finales felices son para otros,https://www.alternativateatral.com//obra77945-los-finales-felices-son-para-otros,/obra77945-los-finales-felices-son-para-otros,https://farsamag.com/obras/los-finales-felices-son-para-otros/,Reseña
¿Una y Mil?,,"/obra79593-despojo-una-comedia-familiarmente-bipolar, /obra77995-una-familia-encantada, /obra78692-una-y-mil, /obra58576-militonti-una-competencia-epica, /obra77624-una-familia-tipo, /obra63957-una-familia-feliz, /obra73454-herederos-un-velatorio-online-y-una-familia-desconectada, /obra49934-lo-total-un-milagro-en-algunas-luces-y-sombras, /obra3648-los-albornoz-delicias-de-una-familia-argentina, /obra68778-ciclo-de-guitarras-sebastian-luna-y-emiliano-ferrer, /obra68057-pueblerinos-como-una-gran-familia, /obra59205-las-mil-y-una-noches, /obra58445-una-familia-especial, /obra50504-la-vida-es-una-milonga, /obra52297-los-besugo-una-familia-pirata, /obra48242-las-mil-y-una-noches-relatos-para-ver-el-sol, /obra50723-una-mirada-familiar, /obra21269-las-mil-y-una-noches-arabes, /obra36321-inverosimil-una-tragedia-mundana, /obra41042-las-mil-y-una-voces-del-humor, /obra42274-las-mil-y-una, /obra42185-las-mil-noches-y-una-noche, /obra41109-las-mil-y-unas-noches, /obra37137-una-ultima-milonga-antes-del-alba, /obra39322-muestra-maximiliano-luna, /obra29294-siameses-historia-de-una-familia-normal, /obra32438-una-familia-tipo, /obra28296-una-sonrisa-vale-mas-que-mil-palabras, /obra30471-una-sonrisa-vale-mas-que-mil-palabras, /obra30502-la-vida-es-una-milonga, /obra25020-psicologia-barata-para-una-familia-berreta, /obra25381-una-historia-llena-de-mil-fantasias, /obra25337-los-locos-addams-una-familia-muy-normal, /obra13342-pequena-historia-de-una-familia-fragmentada, /obra19765-relatos-eroticos-sobre-una-seleccion-de-las-mil-y-una-noches, /obra13188-una-familia-muy-especial, /obra10118-las-mil-y-una-noches, /obra13546-una-familia-dentro-de-la-nieve, /obra16064-las-mil-y-una-noches, /obra16523-proyecciones-krause-una-deconstruccion-familiar, /obra16181-las-mil-y-una-historias, /obra15259-una-familia-tipo, /obra15411-una-sombra-donde-suena-camila-o-gorman, /obra9498-una-familia-poco-normal, /obra9926-los-albornoz-delicias-de-una-familia-argentina, /obra8479-los-sobrevivientes-una-historia-familiar, /obra5402-los-albornoz-delicias-de-una-familia-argentina, /obra2371-mil-cuentos-para-una-noche, /obra2720-las-mil-y-una-noches-argentinas, /obra45411-las-mil-y-una-noches, /obra11849-las-mil-y-una-nachas, /obra50086-las-mil-y-una-nachas, /obra49790-las-mil-y-una-nachas, /obra10099-una-historia-casi-verosimil, /obra42939-las-mil-y-una-alegrias, /obra48226-una-novia-una-casa-y-cien-mil-pesos, /obra2595-bajorey-el-estado-de-una-y-mil-noches, /obra80462-orquesta-tipica-di-pasquale-milagros-caliva-y-noelia-sinkunas, /obra42377-una-visita-familiar",https://farsamag.com/obras/una-y-mil/,Imperdible
La cuna vacía,https://www.alternativateatral.com//obra6280-la-cuna-vacia,/obra6280-la-cuna-vacia,https://farsamag.com/obras/la-cuna-vacia/,Destacada
Las Reinas,,"/obra79624-las-dos-reinas, /obra77690-las-reinas, /obra26528-las-reinas-del-strip, /obra7978-el-rey-las-reinas-el-medico-y-ella",https://farsamag.com/obras/las-reinas/,Reseña
Miedo,,"/obra67171-los-miedos, /obra51721-miedo, /obra56051-miedo, /obra23405-miiedo, /obra56773-ensayo-sobre-el-miedo-distopia-grotesca-sobre-el-fin-del-mundo, /obra54382-cuiqui-el-mundo-de-los-miedos, /obra77698-los-miedos-de-anita, /obra79544-tanto-miedo-que-da-risa, /obra76599-cuando-el-miedo-se-transforma-en-silencios, /obra74431-un-dia-vi-el-miedo-alejarse-de-mi, /obra74723-la-reina-del-miedo, /obra76546-noviembre-los-miedos-sobre-la-mesa, /obra76856-la-historia-de-mis-miedos, /obra74874-canciones-para-no-tener-miedo-virtual, /obra74849-para-ser-valiente-hay-que-tener-miedo, /obra75300-pesadilla-popular-lo-normal-es-tener-miedo, /obra21309-chau-senor-miedo, /obra71262-chau-senor-miedo, /obra40492-miedos, /obra63788-con-este-miedo-al-futuro, /obra62818-bombon-vecinal-no-tengas-miedo-no-de-moro-anghileri, /obra35617-el-miedo-de-toda-mujer, /obra57434-los-engranajes-del-miedo, /obra60670-lucas-rosasco-amor-y-miedo, /obra41378-angeli-improvisa-que-da-miedo, /obra52281-jorge-el-miedoso, /obra52359-la-princesa-azulada-la-valiente-de-los-miedos, /obra36755-juan-sin-miedo, /obra36424-cuatro-noches-y-el-miedo-a-estar-solo, /obra41981-chau-sr-miedo, /obra40055-no-tengas-miedo, /obra42456-historia-del-miedo, /obra29335-todos-mis-miedos, /obra34838-miedos-privados-en-lugares-publicos, /obra37618-el-miedo-mas-profundo, /obra24025-canciones-para-no-tener-miedo, /obra27759-chau-senor-miedo, /obra33352-ninacocinamiedos, /obra39379-las-aventuras-de-juan-sin-miedo, /obra27791-el-olor-del-miedo, /obra28571-rebeca-y-la-sociedad-antimiedo, /obra27718-cuentos-para-disfrutar-con-miedo, /obra20852-el-miedo, /obra23730-del-miedo-y-sus-racimos, /obra24558-juan-sin-miedo, /obra24497-juanito-una-aventura-sin-miedo, /obra16039-el-miedo-en-tiempos-de-lluvia, /obra17544-chau-senor-miedo, /obra19004-quien-dijo-miedo, /obra20686-chau-sr-miedo, /obra21903-no-te-quiero-miedo, /obra22844-sir-castillo-del-miedo-evo, /obra15992-tengo-miedo-torero, /obra17388-juan-sin-miedo, /obra16267-todos-los-miedos, /obra17818-bu-nadie-tiene-miedo, /obra15706-me-rio-del-miedo, /obra14683-juan-sin-miedo, /obra35607-paulatina-aproximacion-a-un-teorema-dramatico-del-miedo, /obra52044-las-mujeres-me-dan-miedo, /obra58162-quien-dijo-miedo, /obra73052-el-miedo-de-la-rosa, /obra34692-tengo-miedo-de-la-noche, /obra42116-vivir-sin-miedo, /obra58161-quien-dijo-miedo, /obra65821-sin-dudas-sin-miedos-sin-tiempo, /obra52043-las-mujeres-me-dan-miedo, /obra29123-no-seas-mala-me-da-miedo, /obra30012-a-mi-chica-le-gustan-las-de-miedo, /obra16565-la-nina-que-queria-aprender-a-tener-miedo",https://farsamag.com/obras/miedo/,Reseña
Sagrado bosque de monstruos,https://www.alternativateatral.com//obra60026-sagrado-bosque-de-monstruos,/obra60026-sagrado-bosque-de-monstruos,https://farsamag.com/obras/sagrado-bosque-de-monstruos/,Destacada
El Test,,"/obra74386-el-test, /obra56193-el-test, /obra65947-el-testigo, /obra56262-el-testigo, /obra23229-el-testamento-de-leonardo, /obra18738-el-testigo-le-temoin, /obra11995-el-testamento-del-sastre, /obra47198-el-testamento-olografico-o-la-herencia-del-tio, /obra72823-infancia-basura-testimonio-ii-el, /obra65439-el-sagrado-testamento, /obra31824-breve-apologia-del-caos-por-exceso-de-testosterona-en-las-calles-de-manhattan, /obra26643-test-arte-en-la-escuela, /obra22977-historia-del-llanto-un-testimonio, /obra17752-potestad-el-ultimo-verso, /obra13108-cita-del-cinematografo-greitest-jits, /obra12423-testigos-del-pasado, /obra2760-el-mismo-testigo, /obra48324-el-testigo-invisible-o-la-capilla-en-los-bosques, /obra72054-el-testamento-de-don-tomas, /obra51814-el-testamento-de-fausto, /obra9734-el-testamento, /obra50015-el-testamento-olografo, /obra48683-la-loca-o-el-testamento-de-una-inglesa",https://farsamag.com/obras/el-test/,Reseña
El inestimable hermano,https://www.alternativateatral.com//obra53397-el-inestimable-hermano,/obra53397-el-inestimable-hermano,https://farsamag.com/obras/el-inestimable-hermano/,Reseña
